MODEL;MSAN;RIN;IP;TYPE;ITEM;DESCRIPTION;PRIORITY;COMMENTS
Milegate;SPO-A19-0;a19-rin-60;10.214.3.70;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A04-0;a04-rin-57;10.214.3.64;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A04-0;a04-rin-57;10.214.3.64;INTERFACE;/unit-11/port-1;Low RxInputPower (-20);Critical;Sinal optico degradado em interface uplink ativa do MSAN
Milegate;SPO-A01-0;a01-rin-55;10.214.3.60;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A57-0;a57-rin-38;10.214.3.44;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A53-0;a53-rin-132;10.214.3.140;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A28-0;a28-rin-83;10.214.3.100;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A50-0;a50-rin-90;10.214.3.114;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A18-0;a18-rin-30;10.214.3.28;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A29-0;a29-rin-84;10.214.3.102;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A49-0;a49-rin-37;10.214.3.42;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A49-0;a49-rin-37;10.214.3.42;INTERFACE;/unit-11/port-1;Low RxInputPower (-20);Critical;Sinal optico degradado em interface uplink ativa do MSAN
Milegate;SPO-A65-0;a65-rin-15;10.214.3.10;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A51-0;a51-rin-14;10.214.3.8;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SVE-A13-4;a13-rin-271;10.209.225.102;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A34-0;a34-rin-87;10.214.3.108;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A34-0;a34-rin-87;10.214.3.108;INTERFACE;/unit-13/port-1;Low RxInputPower (-20);Critical;Sinal optico degradado em interface uplink ativa do MSAN
Milegate;SPO-A14-0;a14-rin-80;10.214.3.94;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;SPO-A14-0;a14-rin-80;10.214.3.94;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-A14-0;a14-rin-80;10.214.3.94;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;SPO-A14-0;a14-rin-80;10.214.3.94;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-A14-0;a14-rin-80;10.214.3.94;CARD;unit-13;COGE3 R1G Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A58-0;a58-rin-94;10.214.3.122;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-A58-0;a58-rin-94;10.214.3.122;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-A58-0;a58-rin-94;10.214.3.122;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A35-0;a35-rin-33;10.214.3.34;SYSTEM;alarm-1;"";Warning;""
Milegate;SPO-A35-0;a35-rin-33;10.214.3.34;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SPO-A35-0;a35-rin-33;10.214.3.34;CARD;unit-13;COGE3 R1G Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A05-0;a05-rin-58;10.214.3.66;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;SPO-A05-0;a05-rin-58;10.214.3.66;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-A05-0;a05-rin-58;10.214.3.66;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;SPO-A05-0;a05-rin-58;10.214.3.66;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-A05-0;a05-rin-58;10.214.3.66;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A46-0;a46-rin-89;10.214.3.112;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;SPO-A46-0;a46-rin-89;10.214.3.112;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-A46-0;a46-rin-89;10.214.3.112;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;SPO-A46-0;a46-rin-89;10.214.3.112;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-A62-0;a62-rin-65;10.214.3.80;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 4;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-A62-0;a62-rin-65;10.214.3.80;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A41-0;a41-rin-128;10.214.3.136;SYSTEM;Shelf;Maintenance Function Active;Minor;""
Milegate;SPO-A41-0;a41-rin-128;10.214.3.136;SYSTEM;Shelf;Stand;Minor;""
Milegate;SPO-A20-0;a20-rin-61;10.214.3.72;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;SPO-A20-0;a20-rin-61;10.214.3.72;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-A20-0;a20-rin-61;10.214.3.72;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;SPO-A20-0;a20-rin-61;10.214.3.72;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-A61-0;a61-rin-41;10.214.3.50;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;SPO-A61-0;a61-rin-41;10.214.3.50;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SVE-A14-4;a14-rin-299;10.209.225.106;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A23-0;a23-rin-124;10.214.3.130;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SVE-A04-0;a04-rin-258;10.209.225.65;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;SVE-A04-0;a04-rin-258;10.209.225.65;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SVE-A04-0;a04-rin-258;10.209.225.65;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;SVE-A04-0;a04-rin-258;10.209.225.65;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;MAU-A25-4;a25-rin-145;10.209.241.127;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SVE-I01-1;i01-rin-501;10.209.233.25;CARD;unit-13;COGE3 R1C Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SVE-A03-0;a03-rin-238;10.209.233.1;SYSTEM;alarm-1;"";Warning;""
Milegate;SVE-A03-0;a03-rin-238;10.209.233.1;SYSTEM;alarm-3;"";Warning;""
Milegate;SVE-A15-0;a15-rin-310;10.209.225.12;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MAU-A27-4;a27-rin-53;10.209.241.19;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MAU-A23-4;a23-rin-137;10.209.241.119;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MAU-A27-0;a27-rin-52;10.209.241.18;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;MAU-A27-0;a27-rin-52;10.209.241.18;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;MAU-A27-0;a27-rin-52;10.209.241.18;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;MAU-A27-0;a27-rin-52;10.209.241.18;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;MAU-A27-0;a27-rin-52;10.209.241.18;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;MAU-A27-0;a27-rin-52;10.209.241.18;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SVE-A15-4;a15-rin-311;10.209.225.15;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MAU-A24-4;a24-rin-141;10.209.241.123;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MAU-A26-4;a26-rin-147;10.209.241.143;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A07-0;a07-rin-74;10.214.3.82;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B53-0;b53-rin-160;10.214.33.30;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B85-0;b85-rin-182;10.214.3.152;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A92-0;a92-rin-100;10.214.25.34;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A71-0;a71-rin-17;10.214.3.14;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B82-0;b82-rin-121;10.214.33.28;SYSTEM;Shelf;Maintenance Function Active;Minor;""
Milegate;SPO-B82-0;b82-rin-121;10.214.33.28;SYSTEM;Shelf;Stand;Minor;""
Milegate;SPO-A99-0;a99-rin-134;10.214.25.68;CARD;unit-13;COGE3 R1C Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B14-0;b14-rin-106;10.214.25.46;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B40-0;b40-rin-114;10.214.25.62;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B79-0;b79-rin-120;10.214.33.26;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B15-0;b15-rin-107;10.214.25.48;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A75-0;a75-rin-44;10.214.3.56;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B92-0;b92-rin-183;10.214.3.166;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B77-0;b77-rin-119;10.214.33.24;INTERFACE;/unit-13/port-1;Low RxInputPower (-35);Critical;Sinal optico degradado em interface uplink ativa do MSAN
Milegate;SPO-B74-0;b74-rin-117;10.214.33.20;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B60-0;b60-rin-24;10.214.33.8;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B23-0;b23-rin-135;10.214.25.100;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;SPO-B44-0;b44-rin-116;10.214.33.18;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;SPO-A85-0;a85-rin-142;10.214.25.82;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B17-0;b17-rin-108;10.214.25.50;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B25-0;b25-rin-49;10.214.25.8;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B80-0;b80-rin-177;10.214.33.76;INTERFACE;/unit-13/port-1;Low RxInputPower (-23);Critical;Sinal optico degradado em interface uplink ativa do MSAN
Milegate;SPO-B32;b32-rin-139;10.214.25.106;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B05-0;b05-rin-70;10.214.25.22;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;SPO-B05-0;b05-rin-70;10.214.25.22;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B86-0;b86-rin-187;10.214.3.154;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A91-0;a91-rin-99;10.214.25.32;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B67-0;b67-rin-169;10.214.33.68;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A83-0;a83-rin-140;10.214.25.78;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A84-0;a84-rin-143;10.214.25.80;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B76-0;b76-rin-179;10.214.33.38;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B69-0;b69-rin-174;10.214.33.70;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B30-0;b30-rin-136;10.214.25.102;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A68-0;a68-rin-6;10.214.3.148;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;SPO-A68-0;a68-rin-6;10.214.3.148;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-A68-0;a68-rin-6;10.214.3.148;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;SPO-A68-0;a68-rin-6;10.214.3.148;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-A68-0;a68-rin-6;10.214.3.148;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B07-0;b07-rin-8;10.214.25.88;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B57-0;b57-rin-162;10.214.33.56;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B37-0;b37-rin-51;10.214.25.12;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B51-0;b51-rin-155;10.214.33.48;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B72-0;b72-rin-53;10.214.33.14;INTERFACE;/unit-11/port-1;Low RxInputPower (-20);Critical;Sinal optico degradado em interface uplink ativa do MSAN
Milegate;SPO-B31-0;b31-rin-137;10.214.25.104;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B64-0;b64-rin-166;10.214.33.64;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A96-0;a96-rin-45;10.214.25.66;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;SPO-A96-0;a96-rin-45;10.214.25.66;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B16-0;b16-rin-47;10.214.25.4;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;SPO-B16-0;b16-rin-47;10.214.25.4;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B78-0;b78-rin-54;10.214.33.16;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B78-0;b78-rin-54;10.214.33.16;INTERFACE;/unit-13/port-1;Low RxInputPower (-33);Critical;Sinal optico degradado em interface uplink ativa do MSAN
Milegate;SPO-B70-0;b70-rin-175;10.214.33.72;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B87-0;b87-rin-188;10.214.3.156;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;SPO-B88-0;b88-rin-189;10.214.3.158;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;SPO-B88-0;b88-rin-189;10.214.3.158;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A66-0;a66-rin-16;10.214.3.12;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A88-0;a88-rin-145;10.214.25.86;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A72-0;a72-rin-10;10.214.3.142;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-A72-0;a72-rin-10;10.214.3.142;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B19-0;b19-rin-150;10.214.25.94;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B93-0;b93-rin-193;10.214.3.168;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;SPO-B45-0;b45-rin-21;10.214.33.2;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-B45-0;b45-rin-21;10.214.33.2;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-B45-0;b45-rin-21;10.214.33.2;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A67-0;a67-rin-96;10.214.3.126;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-A67-0;a67-rin-96;10.214.3.126;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B62-0;b62-rin-159;10.214.33.60;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B68-0;b68-rin-181;10.214.33.34;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;SPO-B68-0;b68-rin-181;10.214.33.34;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-B68-0;b68-rin-181;10.214.33.34;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;SPO-B68-0;b68-rin-181;10.214.33.34;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-B68-0;b68-rin-181;10.214.33.34;CARD;unit-12;SUV11 R1G Plugged;Critical;Cartao com falha inoperante
Milegate;SPO-B68-0;b68-rin-181;10.214.33.34;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B68-0;b68-rin-181;10.214.33.34;CARD;unit-14; Plugged;Critical;Cartao com falha inoperante
Milegate;SPO-B68-0;b68-rin-181;10.214.33.34;CARD;unit-15; Plugged;Critical;Cartao com falha inoperante
Milegate;SPO-B68-0;b68-rin-181;10.214.33.34;CARD;unit-16; Plugged;Critical;Cartao com falha inoperante
Milegate;SPO-B68-0;b68-rin-181;10.214.33.34;CARD;unit-17; Plugged;Critical;Cartao com falha inoperante
Milegate;SPO-B68-0;b68-rin-181;10.214.33.34;CARD;unit-18; Plugged;Critical;Cartao com falha inoperante
Milegate;SPO-B20-0;b20-rin-48;10.214.25.6;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-B20-0;b20-rin-48;10.214.25.6;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B35-0;b35-rin-144;10.214.25.76;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;SPO-B35-0;b35-rin-144;10.214.25.76;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B58-0;b58-rin-23;10.214.33.6;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-B58-0;b58-rin-23;10.214.33.6;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-B58-0;b58-rin-23;10.214.33.6;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B12-0;b12-rin-46;10.214.25.2;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-B12-0;b12-rin-46;10.214.25.2;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-B12-0;b12-rin-46;10.214.25.2;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-A93-0;a93-rin-101;10.214.25.36;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B13-0;b13-rin-72;10.214.25.26;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;SPO-B13-0;b13-rin-72;10.214.25.26;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-B13-0;b13-rin-72;10.214.25.26;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;SPO-B13-0;b13-rin-72;10.214.25.26;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-B13-0;b13-rin-72;10.214.25.26;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B34-0;b34-rin-112;10.214.25.58;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-B34-0;b34-rin-112;10.214.25.58;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-B34-0;b34-rin-112;10.214.25.58;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-B71-0;b71-rin-176;10.214.33.36;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-A87-0;a87-rin-141;10.214.25.84;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;SPO-A87-0;a87-rin-141;10.214.25.84;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-A87-0;a87-rin-141;10.214.25.84;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;SPO-A87-0;a87-rin-141;10.214.25.84;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-A87-0;a87-rin-141;10.214.25.84;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B29-0;b29-rin-146;10.214.25.74;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-B29-0;b29-rin-146;10.214.25.74;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-B06-0;b06-rin-71;10.214.25.24;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B18-0;b18-rin-109;10.214.25.52;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B47-0;b47-rin-151;10.214.33.44;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;SPO-B47-0;b47-rin-151;10.214.33.44;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B56-0;b56-rin-164;10.214.33.54;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Zhone;STS-A16-0;a16-rin-6;10.209.225.157;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;MCZ-A01;a01-rin-424;10.209.21.21;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;STS-I01-0;i01-rin-190;10.209.225.41;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;STS-A15-0;a15-rin-206;10.209.225.137;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;MCZ-A16-0;a16-rin-432;10.209.21.13;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;AUJ-A01-1;a01-rin-339;10.209.20.22;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;STS-A28-0;a28-rin-110;10.209.225.169;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;STS-A25-0;a25-rin-98;10.209.225.161;SYSTEM;Shelf;not_in_redundant_mode;Minor;""
Zhone;STS-A25-0;a25-rin-98;10.209.225.161;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;STS-A25-0;a25-rin-98;10.209.225.161;INTERFACE;1-b-2-0/eth;Inactive;Minor;Secondary Inactive
Zhone;STS-A20-0;a20-rin-42;10.209.225.145;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;STS-A34-0;a34-rin-118;10.209.225.149;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;AUJ-I01-0;i01-rin-488;10.209.20.7;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;STS-A05-0;a05-rin-170;10.209.225.121;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;STS-A14-0;a14-rin-2;10.209.225.33;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
