MODEL;MSAN;RIN;IP;TYPE;ITEM;DESCRIPTION;PRIORITY;COMMENTS
Zhone;STS-A14-0;a14-rin-2;10.209.225.33;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;STS-A08-0;a08-rin-178;10.209.225.129;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;STS-A26-0;a26-rin-102;10.209.225.165;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;AUJ-A06-0;a06-rin-404;10.209.20.3;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-I30-4;i30-rin-123;10.209.166.228;CARD;unit-13;COGE1 R3A Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;SPO-I04-1;i04-rin-211;10.214.17.24;CARD;b: MXK TWO TENGIGE EIGHT GIGE CLK;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MCZ-A11-4;a11-rin-417;10.209.21.10;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;STS-A02-4;a02-rin-163;10.209.225.6;SYSTEM;alarm-9;"";Warning;""
Milegate;STS-A02-4;a02-rin-163;10.209.225.6;SYSTEM;alarm-10;"";Warning;""
Milegate;STS-A02-4;a02-rin-163;10.209.225.6;SYSTEM;alarm-11;"";Warning;""
Milegate;STS-A02-4;a02-rin-163;10.209.225.6;SYSTEM;alarm-12;"";Warning;""
Milegate;SPO-C05-0;c05-rin-201;10.214.3.192;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-B95-0;b95-rin-185;10.214.3.172;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;STS-A24;a24-rin-47;10.209.225.46;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;MCZ-A15-4;a15-rin-429;10.209.21.12;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;STS-A18-4;a18-rin-11;10.209.225.4;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;STS-A11;a11-rin-199;10.209.225.26;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SPO-B98-0;b98-rin-186;10.214.3.178;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-C01-0;c01-rin-197;10.214.3.184;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-C09-0;c09-rin-205;10.214.3.200;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;MCZ-A03-4;a03-rin-421;10.209.21.4;SYSTEM;alarm-7;Porta Bateria;Critical;""
Milegate;SPO-B96-0;b96-rin-194;10.214.3.174;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-C03-0;c03-rin-199;10.214.3.188;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;SPO-B97-0;b97-rin-195;10.214.3.176;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;STS-A35-4;a35-rin-115;10.209.225.154;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;STS-A35-4;a35-rin-115;10.209.225.154;SYSTEM;alarm-9;"";Warning;""
Milegate;STS-A35-4;a35-rin-115;10.209.225.154;SYSTEM;alarm-10;"";Warning;""
Milegate;STS-A35-4;a35-rin-115;10.209.225.154;SYSTEM;alarm-11;"";Warning;""
Milegate;STS-A35-4;a35-rin-115;10.209.225.154;SYSTEM;alarm-12;"";Warning;""
Milegate;SPO-B99-0;b99-rin-196;10.214.3.182;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-C04-0;c04-rin-200;10.214.3.190;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;STS-I01-4;i01-rin-191;10.209.225.42;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;STS-I01-4;i01-rin-191;10.209.225.42;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;STS-I01-4;i01-rin-191;10.209.225.42;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;STS-I01-4;i01-rin-191;10.209.225.42;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SPO-C02-0;c02-rin-198;10.214.3.186;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SPO-I02-0;i02-rin-3;10.214.3.144;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;STS-A03-0;a03-rin-142;10.209.225.1;SYSTEM;alarm-2;Temperatura Alta;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;STS-A03-0;a03-rin-142;10.209.225.1;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;STS-A04-0;a04-rin-166;10.209.225.9;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;STS-A04-0;a04-rin-166;10.209.225.9;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;STS-A04-0;a04-rin-166;10.209.225.9;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;STS-A04-0;a04-rin-166;10.209.225.9;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;STS-A18-0;a18-rin-10;10.209.225.3;CARD;unit-17;LOMI8 R1B Plugged;Critical;Cartao com falha inoperante
Milegate;STS-A10-0;a10-rin-134;10.209.225.21;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;STS-A10-0;a10-rin-134;10.209.225.21;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;AUJ-A02-0;a02-rin-392;10.209.20.11;CARD;unit-3;SUPC4 R1D Plugged;Critical;Cartao com falha inoperante
Milegate;AUJ-A02-0;a02-rin-392;10.209.20.11;CARD;unit-4;SUPC4 R1D Plugged;Critical;Cartao com falha inoperante
Milegate;AUJ-A02-0;a02-rin-392;10.209.20.11;CARD;unit-5;SUPC4 R1D Plugged;Critical;Cartao com falha inoperante
Milegate;AUJ-A02-0;a02-rin-392;10.209.20.11;CARD;unit-6;SUPC4 R1D Plugged;Critical;Cartao com falha inoperante
Milegate;MCZ-A10-0;a10-rin-271;10.209.21.23;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;STS-A32-0;a32-rin-589;10.209.225.117;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;STS-A32-0;a32-rin-589;10.209.225.117;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;STS-A32-0;a32-rin-589;10.209.225.117;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;AUJ-A01-4;a01-rin-389;10.209.20.10;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MCZ-A10-4;a10-rin-413;10.209.21.24;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;AUJ-A06-4;a06-rin-405;10.209.20.4;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;AUJ-A06-4;a06-rin-405;10.209.20.4;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;AUJ-I01;i01-rin-489;10.209.20.8;SYSTEM;alarm-5;Porta Aberta;Major;""
Milegate;AUJ-I01;i01-rin-489;10.209.20.8;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;STS-A33;a33-rin-585;10.209.225.174;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;STS-A33;a33-rin-585;10.209.225.174;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;AUJ-A09;a09-rin-385;10.209.20.6;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A17-0;a17-rin-263;10.209.2.94;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A25-2;a25-rin-41;10.209.1.41;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A25-2;a25-rin-41;10.209.1.41;CARD;12: MXK 24 PORT VDSL2 POTS;CONFIGURING;Critical;Cartao com falha inoperante
Zhone;GRS-A25-2;a25-rin-41;10.209.1.41;CARD;16: MXK 24 PORT VDSL2 POTS;FAULT;Critical;Cartao com falha inoperante
Zhone;MCZ-A22-0;a22-rin-440;10.209.21.17;INTERFACE;1-b-2-0/eth;Down;Minor;Secondary Down
Zhone;MCZ-A21-0;a21-rin-436;10.209.21.15;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A06-2;a06-rin-169;10.209.1.169;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A25-1;a25-rin-40;10.209.1.40;SYSTEM;Shelf;not_in_redundant_mode;Minor;""
Zhone;GRS-A25-1;a25-rin-40;10.209.1.40;INTERFACE;1-b-2-0/eth;Inactive;Minor;Secondary Inactive
Zhone;GRS-A21-1;a21-rin-12;10.209.1.12;SYSTEM;Shelf;zhoneTrapCardMemStatus;Minor;""
Zhone;GRS-A01-1;a01-rin-188;10.209.1.188;INTERFACE;1-b-2-0/eth;Down;Minor;Secondary Down
Zhone;MCZ-I01;i01-rin-492;10.209.21.19;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MCZ-A21-4;a21-rin-437;10.209.21.16;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A10-5;a10-rin-152;10.209.1.152;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A08-5;a08-rin-443;10.209.1.128;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A08-5;a08-rin-443;10.209.1.128;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A20-5;a20-rin-156;10.209.1.156;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A17;a17-rin-264;10.209.2.95;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MCZ-I01-4;i01-rin-493;10.209.21.20;SYSTEM;alarm-1;Falha de Retificador;Major;""
Milegate;GRS-A04-5;a04-rin-180;10.209.1.180;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A14-5;a14-rin-108;10.209.1.108;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A27-5;a27-rin-45;10.209.1.100;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MCZ-A24-0;a24-rin-177;10.209.21.26;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MCZ-A23-0;a23-rin-467;10.209.21.25;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MCZ-A27-0;a27-rin-125;10.209.21.28;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;MCZ-A25-0;a25-rin-120;10.209.21.27;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;GRS-A23-0;a23-rin-6;10.209.1.6;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;MCZ-A16-4;a16-rin-433;10.209.21.14;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;MCZ-A16-4;a16-rin-433;10.209.21.14;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;MCZ-A16-4;a16-rin-433;10.209.21.14;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;MCZ-A16-4;a16-rin-433;10.209.21.14;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A22-0;a22-rin-46;10.209.1.46;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 4;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A22-0;a22-rin-46;10.209.1.46;SYSTEM;alarm-2;Temperatura Alta;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;GRS-A22-0;a22-rin-46;10.209.1.46;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;GRS-A27-99;a27-rin-98;10.209.1.98;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;GRS-A27-99;a27-rin-98;10.209.1.98;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A27-99;a27-rin-98;10.209.1.98;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A27-99;a27-rin-98;10.209.1.98;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A27-99;a27-rin-98;10.209.1.98;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;GRS-A27-99;a27-rin-98;10.209.1.98;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A10-0;a10-rin-150;10.209.1.150;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A10-0;a10-rin-150;10.209.1.150;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;GRS-A10-0;a10-rin-150;10.209.1.150;SYSTEM;alarm-1;Door_Open;Minor;""
Milegate;GRS-A10-0;a10-rin-150;10.209.1.150;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;GRS-A26-0;a26-rin-34;10.209.1.34;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;GRS-A11-5;a11-rin-196;10.209.1.196;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;GRS-A11-5;a11-rin-196;10.209.1.196;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A11-5;a11-rin-196;10.209.1.196;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;GRS-A11-5;a11-rin-196;10.209.1.196;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A07-0;a07-rin-118;10.209.1.118;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A07-0;a07-rin-118;10.209.1.118;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A07-0;a07-rin-118;10.209.1.118;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A06-0;a06-rin-166;10.209.1.166;SYSTEM;alarm-5;(Porta Equipamentos);Minor;""
Milegate;GRS-A06-0;a06-rin-166;10.209.1.166;SYSTEM;alarm-7;(Porta Baterias);Critical;""
Milegate;GRS-A02-5;a02-rin-192;10.209.1.192;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A09-0;a09-rin-158;10.209.1.158;SYSTEM;alarm-7;PORTA BATERIAS;Minor;""
Milegate;GRS-A03-0;a03-rin-170;10.209.1.170;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;GRS-A13-0;a13-rin-146;10.209.1.146;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;GRS-A13-0;a13-rin-146;10.209.1.146;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;GRS-A16;a16-rin-134;10.209.1.134;SYSTEM;alarm-3;Falha de AC;Critical;""
Milegate;GRS-A16;a16-rin-134;10.209.1.134;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;GRS-A11-0;a11-rin-194;10.209.1.194;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;GRS-A11-0;a11-rin-194;10.209.1.194;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;GRS-A14-2-99;a14-rin-107;10.209.1.107;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;GRS-A14-2-99;a14-rin-107;10.209.1.107;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A14-2-99;a14-rin-107;10.209.1.107;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;GRS-A14-2-99;a14-rin-107;10.209.1.107;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A05-0;a05-rin-162;10.209.1.162;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;GRS-A05-0;a05-rin-162;10.209.1.162;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;GRS-A05-0;a05-rin-162;10.209.1.162;CARD;unit-3;SUPC4 R1B Plugged;Critical;Cartao com falha inoperante
Milegate;GRS-A19;a19-rin-215;10.209.1.215;SYSTEM;FAN Tray;Unit Not Available;Critical;Bandeja de ventilacao do shelf esta inoperante
Milegate;GRS-A19-2;a19-rin-217;10.209.1.217;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;GRS-A19-2;a19-rin-217;10.209.1.217;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A19-2;a19-rin-217;10.209.1.217;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;GRS-A19-2;a19-rin-217;10.209.1.217;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A04-0;a04-rin-178;10.209.1.178;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A04-0;a04-rin-178;10.209.1.178;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A04-0;a04-rin-178;10.209.1.178;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A04-0;a04-rin-178;10.209.1.178;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;GRS-A04-0;a04-rin-178;10.209.1.178;CARD;unit-13; Plugged;Critical;Cartao com falha inoperante
Milegate;GRS-A04-0;a04-rin-178;10.209.1.178;INTERFACE;/unit-11/port-1;Low RxInputPower (-19);Critical;Sinal optico degradado em interface uplink ativa do MSAN
Milegate;GRS-A20-0;a20-rin-154;10.209.1.154;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A21-99;a21-rin-122;10.209.1.10;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;GRS-A21-99;a21-rin-122;10.209.1.10;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;GRS-A21-99;a21-rin-122;10.209.1.10;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;GRS-A02-0;a02-rin-190;10.209.1.190;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A02-0;a02-rin-190;10.209.1.190;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A02-0;a02-rin-190;10.209.1.190;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A08-0;a08-rin-126;10.209.1.126;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A08-0;a08-rin-126;10.209.1.126;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Zhone;GRS-A55-0;a55-rin-234;10.209.1.234;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A54-1;a54-rin-232;10.209.1.232;SYSTEM;Shelf;not_in_redundant_mode;Minor;""
Zhone;GRS-A54-1;a54-rin-232;10.209.1.232;INTERFACE;1-b-2-0/eth;Inactive;Minor;Secondary Inactive
Zhone;GRS-A56-1;a56-rin-227;10.209.1.227;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A50-0;a50-rin-222;10.209.1.222;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A40-2;a40-rin-221;10.209.1.221;SYSTEM;Shelf;not_in_redundant_mode;Minor;""
Zhone;GRS-A40-2;a40-rin-221;10.209.1.221;INTERFACE;1-b-2-0/eth;Inactive;Minor;Secondary Inactive
Zhone;GRS-A50-2;a50-rin-225;10.209.1.225;CARD;b: UNKNOWN TYPE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A62-1;a62-rin-288;10.209.2.39;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A62-0;a62-rin-287;10.209.2.38;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A33-1;a33-rin-24;10.209.1.24;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A33-1;a33-rin-24;10.209.1.24;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A50-1;a50-rin-224;10.209.1.224;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A50-1;a50-rin-224;10.209.1.224;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A30-1;a30-rin-52;10.209.1.52;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A30-1;a30-rin-52;10.209.1.52;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A59-1;a59-rin-73;10.209.1.80;SYSTEM;Shelf;not_in_redundant_mode;Minor;""
Zhone;GRS-A59-1;a59-rin-73;10.209.1.80;INTERFACE;1-b-2-0/eth;Inactive;Minor;Secondary Inactive
Zhone;GRS-A56-2;a56-rin-228;10.209.1.228;SYSTEM;Shelf;not_in_redundant_mode;Minor;""
Zhone;GRS-A56-2;a56-rin-228;10.209.1.228;INTERFACE;1-b-2-0/eth;Inactive;Minor;Secondary Inactive
Zhone;GRS-A48-2;a48-rin-209;10.209.1.209;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A53-1;a53-rin-255;10.209.2.3;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A52-1;a52-rin-251;10.209.1.251;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A52-2;a52-rin-252;10.209.1.252;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A52-2;a52-rin-252;10.209.1.252;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A30-2;a30-rin-53;10.209.1.53;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A28-3;a28-rin-101;10.209.1.97;SYSTEM;Shelf;not_in_redundant_mode;Minor;""
Zhone;GRS-A28-3;a28-rin-101;10.209.1.97;INTERFACE;1-b-2-0/eth;Inactive;Minor;Secondary Inactive
Zhone;GRS-A40-1;a40-rin-220;10.209.1.220;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A54-2;a54-rin-233;10.209.1.233;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A54-2;a54-rin-233;10.209.1.233;SYSTEM;Shelf;not_in_redundant_mode;Minor;""
Zhone;GRS-A54-2;a54-rin-233;10.209.1.233;INTERFACE;1-b-2-0/eth;Inactive;Minor;Secondary Inactive
Zhone;GRS-A48-1;a48-rin-208;10.209.1.208;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A40-0;a40-rin-218;10.209.1.218;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A33-2;a33-rin-25;10.209.1.25;SYSTEM;Shelf;shelf_controller_fault;Minor;""
Zhone;GRS-A33-2;a33-rin-25;10.209.1.25;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A33-2;a33-rin-25;10.209.1.25;CARD;2: MXK ADSL-48-A Bonded/with Packet Voice POTS, RNG, ITM;LOADING;Critical;Cartao com falha inoperante
